,ranking,school,district,rating,grade,student,ratio
0,-1,Washington School,Millburn Township School District,A+,5,388,
1,2,Princeton Charter School,Princeton Charter School,A+,K-8,426,10 to 1
2,3,Alpine Elementary School,Alpine Elementary School District,A+,K-8,151,7 to 1
3,4,Wyoming Elementary School,Millburn Township School District,A+,K-4,331,12 to 1
4,5,Hartshorn Elementary School,Millburn Township School District,A+,K-4,397,11 to 1
5,6,Deerfield Elementary School,Millburn Township School District,A+,K-4,400,12 to 1
6,7,Glenwood Elementary School,Millburn Township School District,A+,K-4,357,14 to 1
7,8,South Mountain School,Millburn Township School District,A+,"PK, K-4",293,10 to 1
8,9,Wandell School,Saddle River School District,A+,"PK, K-5",129,7 to 1
9,10,Washington Elementary School,Summit Public School District,A+,5-Jan,335,10 to 1
10,11,Hawes Elementary School,Ridgewood Public School District,A+,K-5,408,15 to 1
11,12,South Valley Elementary School,Moorestown Township School District,A+,"PK, K-3",388,13 to 1
12,13,Hillside Elementary School,Livingston Public School District,A+,K-5,397,14 to 1
13,14,Lincoln-Hubbard Elementary School,Summit Public School District,A+,5-Jan,326,12 to 1
14,15,Ralph S. Maugham Elementary School,Tenafly Public School District,A+,K-5,333,9 to 1
15,16,Littlebrook Elementary School,Princeton Public School District,A+,"PK, K-5",403,10 to 1
16,17,Ridge Elementary School,Ridgewood Public School District,A+,K-5,463,14 to 1
17,18,George C. Baker Elementary School,Moorestown Township School District,A+,K-3,393,13 to 1
18,19,Wildwood Elementary School,Mountain Lakes Board Of Education School District,A+,K-5,428,11 to 1
19,20,Monmouth Junction Elementary School,South Brunswick School District,A+,"PK, K-5",326,16 to 1
20,21,Essex Fells School,Essex Fells School District,A+,"PK, K-6",251,7 to 1
21,22,Mt. Pleasant Elementary School,Livingston Public School District,A+,K-5,412,19 to 1
22,23,Riker Hill Elementary School,Livingston Public School District,A+,K-5,405,14 to 1
23,24,Orchard Elementary School,Ridgewood Public School District,A+,K-5,299,13 to 1
24,25,Hatikvah International Charter School,Hatikvah International Academy Charter School,A+,K-8,546,13 to 1
25,26,Edith A. Bogert Elementary School,Upper Saddle River School District,A+,5-Mar,347,10 to 1
26,27,Sea Girt Elementary School,Sea Girt Borough Public School District,A+,"PK, K-8",150,7 to 1
27,28,Washington Elementary School,Westfield Public School District,A+,5-Jan,285,12 to 1
28,29,Harrison Elementary School,Livingston Public School District,A+,K-5,449,12 to 1
29,30,Mackay School,Tenafly Public School District,A+,K-5,316,9 to 1
30,31,Somerville Elementary School,Ridgewood Public School District,A+,"PK, K-5",422,16 to 1
31,32,Ho-Ho-Kus Public School,Ho-Ho-Kus School District,A+,"PK, K-8",596,12 to 1
32,33,Harrington Park School District,Harrington Park School District,A+,"PK, K-8",596,10 to 1
33,34,Stony Brook Elementary School,Hopewell Valley Regional School District,A+,K-5,383,10 to 1
34,35,Franklin Elementary School,Summit Public School District,A+,5-Jan,329,13 to 1
35,36,Mount Prospect Elementary School,Bernards Township Public School District,A+,"PK, K-5",539,9 to 1
36,37,J. Spencer Smith Elementary School,Tenafly Public School District,A+,K-5,333,9 to 1
37,38,Franklin Elementary School,Westfield Public School District,A+,5-Jan,545,13 to 1
38,39,Roosevelt Public School,Roosevelt Public School District,A+,"PK, K-6",72,8 to 1
39,40,Henry B. Milnes Elementary School,Fair Lawn Public School District,A+,K-4,419,14 to 1
40,41,Alexander Hamilton School,Glen Rock Public School District,A+,K-5,279,14 to 1
41,42,Maurice Hawk Elementary School,West Windsor-Plainsboro Regional School District,A+,K-3,698,12 to 1
42,43,The Gray Charter School,Gray Charter School,A+,K-8,364,19 to 1
43,44,Johnson Park Elementary School,Princeton Public School District,A+,"PK, K-5",352,10 to 1
44,45,Mountain Park Elementary School,Berkeley Heights Public School District,A+,5-Feb,232,10 to 1
45,-1,Central Elementary School,East Brunswick Public School District,A+,"PK, K-4",433,11 to 1
46,46,Willard Elementary School,Ridgewood Public School District,A+,K-5,496,14 to 1
47,47,Village Elementary School,West Windsor-Plainsboro Regional School District,A+,"PK, 4-5",726,13 to 1
48,48,William Woodruff Elementary School,Berkeley Heights Public School District,A,K-5,180,13 to 1
49,49,Milltown Primary School,Bridgewater-Raritan Regional School District,A,"PK, K-4",416,10 to 1
50,50,Haworth Public School,Haworth Public School District,A,K-8,387,9 to 1
51,51,Town Center Elementary School at Plainsboro,West Windsor-Plainsboro Regional School District,A,"PK, K-2",468,10 to 1
52,52,Thomas P. Hughes Elementary School,Berkeley Heights Public School District,A,5-Feb,264,11 to 1
53,53,Collins Elementary School,Livingston Public School District,A,K-5,462,12 to 1
54,54,Clara E. Coleman School,Glen Rock Public School District,A,"PK, K-5",318,14 to 1
55,55,Dutch Neck Elementary School,West Windsor-Plainsboro Regional School District,A,K-3,706,15 to 1
56,56,Merritt Memorial Elementary School,Cresskill Public School District,A,K-5,350,13 to 1
57,57,Brooks Crossing Elementary School,South Brunswick School District,A,"PK, K-5",578,18 to 1
58,58,Walter Stillman Elementary School,Tenafly Public School District,A,"PK, K-5",325,8 to 1
59,59,Jefferson Elementary School,Summit Public School District,A,5-Jan,204,9 to 1
60,60,Jersey City Global Charter School,Jersey City Global Charter School,A,K-8,507,14 to 1
61,61,Edward H. Bryan School,Cresskill Public School District,A,"PK, K-5",459,11 to 1
62,62,Woodmont Elementary School,Montville Township School District,A,K-5,307,9 to 1
63,63,Lyncrest Elementary School,Fair Lawn Public School District,A,K-4,253,14 to 1
64,64,Harding Township School,Harding Township School District,A,"PK, K-8",267,6 to 1
65,65,Walter M. Schirra Elementary School,Old Bridge Township School District,A,K-5,284,12 to 1
66,66,Travell Elementary School,Ridgewood Public School District,A,K-5,377,14 to 1
67,67,Elizabeth Haddon Elementary School,Haddonfield Board Of Education School District,A,"PK, K-5",371,12 to 1
68,68,Lester C. Noecker School,Roseland School District,A,"PK, K-6",468,11 to 1
69,69,John V.B. Wicoff Elementary School,West Windsor-Plainsboro Regional School District,A,K-3,414,12 to 1
70,-1,Robert Frost Elementary School,East Brunswick Public School District,A,"PK, K-4",450,13 to 1
71,70,Salt Brook Elementary School,New Providence Board Of Education School District,A,K-6,654,13 to 1
72,71,Cambridge Elementary School,South Brunswick School District,A,"PK, K-5",524,15 to 1
73,72,Lafayette Avenus School,The School District of the Chathams,A,5-Apr,659,11 to 1
74,73,The Cranbury School,Cranbury Township Board Of Education School District,A,"PK, K-8",458,8 to 1
75,74,Brayton Elementary School,Summit Public School District,A,5-Jan,316,10 to 1
76,75,George Washington Elementary School,Mahwah Township Public School District,A,K-3,203,11 to 1
77,76,Oradell School,Oradell School District,A,"PK, K-6",758,12 to 1
78,77,Oak Street Elementary School,Bernards Township Public School District,A,K-5,406,11 to 1
79,78,Hilldale Elementary School,Montville Township School District,A,K-5,313,10 to 1
80,79,Thomas Edison Energysmart Charter School,Thomas Edison Energysmart Charter School,A,K-12,591,17 to 1
81,-1,Warnsdorfer Elementary School,East Brunswick Public School District,A,"PK, K-4",478,14 to 1
82,80,East Amwell Township,East Amwell Township School District,A,"PK, K-8",336,8 to 1
83,-1,Lawrence Brook Elementary School,East Brunswick Public School District,A,"PK, K-4",423,10 to 1
84,81,Mt. Horeb School,Warren Township School District,A,"PK, K-5",202,7 to 1
85,82,Woodbrook Elementary School,Edison Township Public School District,A,K-5,947,15 to 1
86,83,The Central School,Glen Rock Public School District,A,K-5,345,16 to 1
87,84,Betsy Ross Elementary School,Mahwah Township Public School District,A,K-3,241,12 to 1
88,85,Grandview Elementary School,North Caldwell Board Of Education School District,A,"PK, K-3",399,11 to 1
89,86,H.W. Mountz Elementary School,Spring Lake Borough School District,A,"PK, K-8",169,7 to 1
90,87,Hillside School,Closter Public School District,A,"PK, K-4",660,12 to 1
91,88,Gould/Mountain Elementary School,North Caldwell Board Of Education School District,A,"PK, K-6",300,9 to 1
92,89,Allen W. Roberts Elementary School,New Providence Board Of Education School District,A,"PK, K-6",714,13 to 1
93,90,Ridgewood Avenue School,Glen Ridge Public School District,A,6-Mar,536,11 to 1
94,91,Burnet Hill Elementary School,Livingston Public School District,A,"PK, K-5",488,13 to 1
95,92,Fort Lee School No. 1,Fort Lee Public School District,A,K-4,586,13 to 1
96,93,Little Falls School No. 3,Little Falls Township Public School District,A,4-Mar,177,8 to 1
97,94,Southern Boulevard School,The School District of the Chathams,A,"PK, K-3",434,11 to 1
98,95,Sunnymead Elementary School,Hillsborough Township Public School District,A,"PK, K-4",493,16 to 1
99,96,Cedar Hill School,Bernards Township Public School District,A,K-5,556,12 to 1
100,97,Village School,Holmdel Township School District,A,"PK, K-3",775,12 to 1
101,98,Hillside School,Allendale Board Of Education School District,A,"PK, K-3",349,15 to 1
102,99,Valley View Elementary School,Montville Township School District,A,"PK, K-5",354,9 to 1
103,100,Menlo Park Elementary School,Edison Township Public School District,A,K-5,862,16 to 1
104,101,Bear Tavern Elementary School,Hopewell Valley Regional School District,A,"PK, K-5",424,11 to 1
105,102,Martin Luther King Elementary School,Edison Township Public School District,A,K-5,675,15 to 1
106,103,Constable Elementary School,South Brunswick School District,A,K-5,461,13 to 1
107,104,Cherry Hill School,River Edge School District,A,"PK, K-6",746,13 to 1
108,105,Albert P. Terhune Elementary School,Wayne Township Public School District,A,"PK, K-5",422,17 to 1
109,106,Jefferson Elementary School,Westfield Public School District,A,5-Jan,470,14 to 1
110,107,Washington Avenue School,The School District of the Chathams,A,"PK, K-3",328,12 to 1
111,108,Indian Hill School,Holmdel Township School District,A,6-Apr,747,11 to 1
112,109,Central School,Warren Township School District,A,K-5,303,9 to 1
113,110,Millstone River School,West Windsor-Plainsboro Regional School District,A,5-Mar,999,12 to 1
114,111,Riverside Elementary School,Princeton Public School District,A,"PK, K-5",308,8 to 1
115,112,East Brook Elementary School,Park Ridge Public School District,A,K-6,334,11 to 1
116,113,Northvail Elementary School,Parsippany-Troy Hills Township School District,A,K-5,356,13 to 1
117,114,Radburn Elementary School,Fair Lawn Public School District,A,K-4,350,13 to 1
118,115,James Madison Intermediate School,Edison Township Public School District,A,5-Mar,664,17 to 1
119,116,Angelo L. Tomaso School,Warren Township School District,A,K-5,246,8 to 1
120,117,Toll Gate Grammar School,Hopewell Valley Regional School District,A,K-5,292,8 to 1
121,118,Joyce Kilmer Elementary School,Mahwah Township Public School District,A,5-Apr,399,9 to 1
122,119,Berkeley Avenue Elementary School,Westwood Regional School District,A,K-5,289,11 to 1
123,120,Memorial School,Maywood School District,A,"PK, K-3",391,13 to 1
124,121,Milton Avenue School,The School District of the Chathams,A,"PK, K-3",282,12 to 1
125,122,Joseph D. Sharp Elementary School,Cherry Hill Township School District,A,K-5,379,15 to 1
126,123,William H. Mason Jr. Elementary School,Montville Township School District,A,K-5,218,8 to 1
127,124,Riverview Elementary School,Denville Township Board Of Education School District,A,K-5,427,9 to 1
128,125,Brookside Place School,Cranford Public School District,A,K-5,366,13 to 1
129,126,Hillsborough Township Elementary School,Hillsborough Township Public School District,A,K-4,518,13 to 1
130,127,Monmouth Beach School District,Monmouth Beach Elementary School District,A,"PK, K-8",257,9 to 1
131,128,Amsterdam Elementary School,Hillsborough Township Public School District,A,K-4,501,14 to 1
132,129,Woodland School,Warren Township School District,A,K-5,229,8 to 1
133,130,Frank Defino Central Elementary School,Marlboro Township Board Of Education School District,A,K-5,527,11 to 1
134,131,North Star Academy Charter School of Newark,North Star Academy Charter School Of Newark,A,K-12,6298,19 to 1
135,132,Upper School,Englewood Cliffs School District,A,8-Mar,292,8 to 1
136,133,Wesley D. Tisdale Elementary School,Ramsey School District,A,"PK, K-3",386,11 to 1
137,134,Bradley Gardens Primary School,Bridgewater-Raritan Regional School District,A,"PK, K-4",281,12 to 1
138,135,Riverbank Charter School of Excellence,Riverbank Charter School,A,K-3,153,11 to 1
139,136,Westmoreland Elementary School,Fair Lawn Public School District,A,"PK, K-4",429,13 to 1
140,137,Hilltop Elementary School,Mendham Borough School District,A,"PK, K-4",241,10 to 1
141,138,Nathan Hale School,NORTHVALE,A,K-8,528,11 to 1
142,139,Farmingdale Elementary School,FARMINGDALE,A,"PK, K-8",162,7 to 1
143,140,Moorestown Upper Elementary School,Moorestown Township School District,A,6-Apr,912,11 to 1
144,141,Rockaway Valley School,BOONTON TOWNSHIP,A,"PK, K-8",400,9 to 1
145,142,Wilson Elementary School,Westfield Public School District,A,5-Jan,347,12 to 1
146,143,Teaneck Community Charter School,TEANECK,A,K-8,342,12 to 1
147,144,Hamilton Primary School,Bridgewater-Raritan Regional School District,A,K-4,477,12 to 1
148,145,John Marshall Elementary School,Edison Township School District,A,K-5,813,12 to 1
149,146,Woodfern Elementary School,Hillsborough Township Public School District,A,K-4,376,11 to 1
150,147,Luther Lee Emerson School,Demarest School District,A,4-Feb,218,10 to 1
151,148,Central Elementary School,Haddonfield Board Of Education School District,A,"PK, K-5",417,15 to 1
152,149,Tamaques Elementary School,Westfield Public School District,A,5-Jan,430,12 to 1
153,150,E.T. Hamilton School,Voorhees Township School District,A,K-5,384,12 to 1
154,151,Island Heights Elementary School,ISLAND HEIGHTS,A,K-6,112,7 to 1
155,152,Robertsville Elementary School,Marlboro Township School District,A,5-Jan,476,11 to 1
156,153,Hoboken Dual Language Charter School,HOBOKEN,A,K-8,395,22 to 1
157,154,Richard Stockton Elementary School,Cherry Hill Township School District,A,K-5,360,13 to 1
158,155,Center Grove School,Randolph Township School District,A,"PK, K-5",502,12 to 1
159,156,Cedar Hill School,Montville Township School District,A,"PK, K-5",330,11 to 1
160,157,Brielle Elementary School,Brielle Boro School District,A,"PK, K-8",509,10 to 1
161,158,Pierrepont School,Rutherford School District,A,6-Apr,580,11 to 1
162,159,Village Elementary School,Montgomery Township School District,A,4-Mar,660,11 to 1
163,160,West Ridge Elementary School,Park Ridge School District,A,"PK, K-6",340,12 to 1
164,161,Livingston Avenue School,Cranford Public School District,A,5-Mar,260,12 to 1
165,162,Roosevelt Elementary School,River Edge School District,A,K-6,499,14 to 1
166,163,Mendham Township Elementary School,Mendham Township School District,A,"PK, K-4",429,13 to 1
167,164,Richard E. Byrd School,Glen Rock Public School District,A,K-5,272,15 to 1
168,165,Thelma L. Sandmeier Elementary School,Springfield Public School District,A,5-Mar,247,10 to 1
169,166,Torey J. Sabatini School,Madison Public School District,A,K-5,302,12 to 1
170,167,Hopewell Elementary School,Hopewell Valley Regional School District,A,"PK, K-5",418,9 to 1
171,168,McKinley Elementary School,Westfield Public School District,A,5-Jan,351,12 to 1
172,169,Stonybrook School,Kinnelon School District,A,K-5,346,10 to 1
173,170,Brunswick Acres Elementary School,South Brunswick School District,A,K-5,500,13 to 1
174,171,Grant School,Dumont Public School District,A,K-5,382,13 to 1
175,172,Dorchester Elementary School,Woodcliff Lake School District,A,"PK, K-5",452,9 to 1
176,173,Watchung School,Montclair Public School District,A,K-5,415,12 to 1
177,174,John Y. Dater Elementary School,Ramsey School District,A,5-Apr,379,11 to 1
178,175,Soaring Heights,JERSEY CITY,A,K-8,272,17 to 1
179,176,Irene E. Feldkirchner Elementary School,Green Brook Township Public School District,A,"PK, K-4",374,10 to 1
180,177,Tinc Road School,Mount Olive Township School District,A,K-5,463,12 to 1
181,178,William H. Ross III Intermediate School,Margate City School District,A,"PK, K-4",176,8 to 1
182,179,Indian Fields Elementary School,South Brunswick School District,A,"PK, K-5",632,17 to 1
183,180,Liberty Corner Elementary School,Bernards Township School District,A,K-5,515,12 to 1
184,181,High Mountain Road Elementary School,Franklin Lakes School District,A,"PK, K-5",228,9 to 1
185,182,Crim Primary School,Bridgewater-Raritan Regional School District,A,"PK, K-4",429,11 to 1
186,183,Wolf Hill Elementary School,Oceanport School District,A,"PK, K-4",353,11 to 1
187,184,Community Park Elementary School,Princeton Public School District,A,"PK, K-5",406,13 to 1
188,185,Brookside Elementary School,Westwood Regional School District,A,K-5,398,12 to 1
189,186,Applegarth Elementary School,Monroe Township School District,A,5-Apr,428,14 to 1
190,187,North End Elementary School,Cedar Grove Township School District,A,"PK, K-4",278,9 to 1
191,188,Midland Elementary School,Paramus Public School District,A,K-4,177,10 to 1
192,189,Woods Road Elementary School,Hillsborough Township Public School District,A,"PK, K-4",463,13 to 1
193,190,Peter Cooper Elementary School,Ringwood School District,A,"PK, K-3",242,12 to 1
194,191,Lavallette Elementary School,Lavallette Borough Board Of Education School District,A,K-8,156,10 to 1
195,192,William J. McGinn Elementary School,Scotch Plains-Fanwood School District,A,K-4,511,14 to 1
196,193,Viola L. Sickles School,Fair Haven School District,A,"PK, K-3",412,12 to 1
197,194,Deane Porter School,Rumson Borough School District,A,"PK, K-3",357,9 to 1
198,195,Mary A. Hubbard Elementary School,Ramsey School District,A,"PK, K-3",383,12 to 1
199,196,Orange Avenue School,Cranford Public School District,A,8-Mar,705,10 to 1
200,197,Van Holten Primary School,Bridgewater-Raritan Regional School District,A,K-4,371,11 to 1
201,198,Mary E. Roberts Elementary School,Moorestown Township School District,A,"PK, K-3",334,12 to 1
202,199,Littleton School,Parsippany-Troy Hills Township School District,A,"PK, K-5",446,16 to 1
203,200,Sharon Elementary School,Robbinsville Public School District,A,"PK, K-4",1069,13 to 1
204,201,T. Baldwin Demarest Elementary School,Old Tappan Public School District,A,"PK, K-4",349,11 to 1
205,202,Stony Brook School,Branchburg Township School District,A,5-Apr,265,8 to 1
206,203,J. Fithian Tatem Elementary School,Haddonfield Public Schools,A,"PK, K-5",428,14 to 1
207,204,St. Cloud Elementary School,West Orange Public Schools,A,K-5,395,13 to 1
208,205,Lakeview Elementary School,Denville Township Board Of Education School District,A,"PK, K-5",632,10 to 1
209,206,Mountain View Elementary School,Mount Olive Township School District,A,"PK, K-5",501,12 to 1
210,207,Bay Head Elementary School,Bay Head Borough School District,A,K-8,122,8 to 1
211,208,Mt. Tabor School,Parsippany-Troy Hills Township School District,A,K-5,388,14 to 1
212,209,Norwood Public School,NORWOOD,A,"PK, K-8",597,12 to 1
213,210,Howard B. Brunner Elementary School,Scotch Plains-Fanwood School District,A,"PK, K-4",416,13 to 1
214,211,Memorial Elementary School,Montvale Board of Education School District,A,"PK, K-4",518,11 to 1
215,212,Fort Lee School No. 4,Fort Lee School District,A,K-4,436,13 to 1
216,213,Lenape Meadows Elementary School,Mahwah Township Public School District,A,"PK, K-3",374,12 to 1
217,214,A. Russell Knight Elementary School,Cherry Hill Township School District,A,K-5,385,13 to 1
218,215,J. Ackerman Coles Elementary School,Scotch Plains-Fanwood School District,A,"PK, K-4",541,14 to 1
219,216,Signal Hill School,Voorhees Township School District,A,"PK, K-5",485,13 to 1
220,217,Euclid School,Hasbrouck Heights School District,A,"PK, K-5",353,12 to 1
221,218,Lake Hiawatha Elementary School,Parsippany-Troy Hills Township School District,A,"PK, K-5",427,13 to 1
222,219,Bayberry Elementary School,Watchung Borough Public School District,A,"PK, K-4",326,9 to 1
223,220,Memorial Elementary School,Old Bridge Township School District,A,K-5,445,12 to 1
224,221,James A. Garfield Elementary School,Collingswood Public School District,A,K-5,122,11 to 1
225,222,Pace Charter School of Hamilton,Hamilton School District - Pace Charter School Of Hamilton,A,K-8,419,12 to 1
226,223,Brooklake Elementary School,Florham Park Public Schools,A,5-Mar,321,11 to 1
227,224,Elysian Charter School,HOBOKEN,A,K-8,287,11 to 1
228,225,Alpine School,Sparta Township Public School District,A,"PK, K-2",679,13 to 1
229,226,Evergreen Elementary School,Scotch Plains-Fanwood School District,A,"PK, K-4",401,13 to 1
230,227,Whitehouse School,Readington Township School District,A,K-3,309,11 to 1
231,228,Lincoln Elementary School,Edison Township School District,A,K-5,918,17 to 1
232,229,Meadowbrook School,Hillsdale School District,A,"PK, K-4",313,10 to 1
233,230,Green Hills School,Green Township School District,A,K-8,371,9 to 1
234,231,Point Road School,Little Silver Boro School District,A,"PK, K-4",397,10 to 1
235,232,Calvin Coolidge Elementary School,Wyckoff Township Public School District,A,K-5,289,12 to 1
236,233,Anna C. Scott School,Leonia Public School District,A,"PK, K-5",720,11 to 1
237,234,Spring Lake Heights Elementary School,SPRING LAKE HEIGHTS,A,"PK, K-8",338,9 to 1
238,235,Laning Avenue School,Verona Public School District,A,"PK, K-4",247,12 to 1
239,236,Califon Public School,CALIFON,A,"PK, K-8",78,5 to 1
240,237,Fort Lee School No. 2,Fort Lee School District,A,"PK, K-4",390,10 to 1
241,238,Warren Point Elementary School,Fair Lawn Public School District,A,K-4,489,15 to 1
242,239,Troy Hills School,Parsippany-Troy Hills Township School District,A,K-5,292,10 to 1
243,-1,Memorial Elementary School,East Brunswick Public School District,A,"PK, K-4",539,11 to 1
244,240,Jessie F. George Elementary School,Westwood Regional School District,A,K-5,283,11 to 1
245,241,Shrewsbury Borough Elementary School,Shrewsbury Borough School District,A,"PK, K-8",490,9 to 1
246,242,Knollwood School,Parsippany-Troy Hills Township School District,A,K-5,386,12 to 1
247,243,Fort Lee School No. 3,Fort Lee School District,A,K-4,391,13 to 1
248,244,Frank J. Dugan School,Marlboro Township School District,A,K-5,642,13 to 1
249,245,Central Jersey College Prep Charter School,Central Jersey College Prep Charter School,A,K-12,1054,8 to 1
250,246,Brookdale Avenue School,Verona Public School District,A,K-4,131,12 to 1
251,247,Cornelia F. Bradford School - P.S. 16,Jersey City School District,A,"PK, K-5",774,20 to 1
252,248,Roberge Elementary School,River Vale Public School District,A,K-5,302,9 to 1
253,249,Borough School,Morris Plains School District,A,8-Mar,383,10 to 1
254,250,Nicholas Oresko School,Bayonne School District,A minus,"PK, K-8",444,17 to 1
255,251,Adlai E Stevenson School,Fairfield Public Schools,A minus,"PK, K-3",396,11 to 1
256,252,Kresson School,Voorhees Township School District,A minus,K-5,382,12 to 1
257,253,Spring Garden School,Nutley Public School District,A minus,"PK, K-6",416,14 to 1
258,254,West Belmar Elementary School,Wall Township Public School District,A minus,K-5,169,6 to 1
259,255,Berkley Elementary School,New Milford Public School District,A minus,K-5,443,14 to 1
260,256,Deerfield Elementary School,Mountainside School District,A minus,8-Mar,461,9 to 1
261,257,Zane North Elementary School,Collingswood Public School District,A minus,"PK, K-5",172,11 to 1
262,258,Bedminster Township School,Bedminster Township Public School District,A minus,"PK, K-8",519,9 to 1
263,259,Mount Pleasant Elementary School,West Orange Public Schools,A minus,K-5,353,11 to 1
264,260,Logan Township Elementary School,Logan Township School District,A minus,5-Feb,337,11 to 1
265,261,Marion T. Bedwell Elementary School,Somerset Hills Regional School District,A minus,"PK, K-4",566,12 to 1
266,262,Jefferson Elementary School,Bergenfield Borough School District,A minus,"PK, K-5",279,16 to 1
267,263,Leroy Gordon Cooper Elementary School,Old Bridge Township School District,A minus,K-5,196,11 to 1
268,264,Navesink Elementary School,Middletown Township Public School District,A minus,K-5,206,11 to 1
269,265,Kennedy Park School,Woodbridge Township School District,A minus,"PK, K",309,11 to 1
270,266,Parkway School,Paramus Public School District,A minus,"PK, K-4",314,12 to 1
271,267,Tewksbury Elementary School,Tewksbury Township School District,A minus,K-5,298,9 to 1
272,268,James Caldwell Elementary School,Springfield Public School District,A minus,5-Mar,263,13 to 1
273,269,Memorial School,Paramus Public School District,A minus,K-4,302,13 to 1
274,270,Gregory Elementary School,West Orange Public Schools,A minus,K-5,454,11 to 1
275,271,Radcliffe School,Nutley Public School District,A minus,"PK, K-6",357,12 to 1
276,272,Hillside School,Montclair Public Schools,A minus,"PK, 3-5",535,11 to 1
277,275,Osage Elementary School,Voorhees Township School District,A minus,K-5,684,14 to 1
278,276,Eastlake Elementary School,Parsippany-Troy Hills Township School District,A minus,"PK, K-5",362,13 to 1
279,277,Normandy Park School,Morris School District,A minus,K-5,314,9 to 1
280,278,Triangle Elementary School,Hillsborough Township Public School District,A minus,K-4,352,10 to 1
281,279,Bragg School,Chester School District,A minus,5-Mar,325,8 to 1
282,280,Central Avenue School,Madison Public School District,A minus,"PK, K-5",512,10 to 1
283,281,Highland Avenue Elementary School,Midland Park School District,A minus,6-Mar,271,8 to 1
284,283,Campbell Elementary School,Metuchen Public School District,A minus,K-4,702,11 to 1
285,284,Washington Elementary School,Westwood Regional School District,A minus,K-5,309,11 to 1
286,285,Helen Morgan School,Sparta Township Public School District,A minus,5-Apr,429,11 to 1
287,286,Oak Tree Road Elementary School,Woodbridge Township School District,A minus,K-5,478,17 to 1
288,287,Ann Blanche Smith School,Hillsdale School District,A minus,K-4,287,8 to 1
289,288,Redwood Elementary School,West Orange Public Schools,A minus,K-5,509,11 to 1
290,289,Avon Elementary School,Avon-By-The-Sea School District,A minus,"PK, K-8",125,7 to 1
291,290,Franklin Elementary School,Bergenfield Borough School District,A minus,"PK, K-5",360,16 to 1
292,291,Randolphville Elementary School,Piscataway Township School District,A minus,K-3,464,15 to 1
293,292,Colonial Road School,Franklin Lakes School District,A minus,"PK, K-5",268,9 to 1
294,293,Charles H. Bullock School,Montclair Public Schools,A minus,K-5,466,11 to 1
295,294,Stony Lane School,Paramus Public School District,A minus,K-4,186,11 to 1
296,295,Knollwood Elementary School,Piscataway Township School District,A minus,K-3,515,15 to 1
297,296,James Monroe Elementary School,Edison Township School District,A minus,K-5,508,12 to 1
298,297,Sandyston-Walpack Consolidated School,Sandyston-Walpack Consolidated School District,A minus,K-6,115,9 to 1
299,298,Atlantic Avenue Elementary School,Haddon Heights School District,A minus,"PK, K-6",152,12 to 1
300,299,Clinton Elementary School,South Orange-Maplewood School District,A minus,"PK, K-5",605,12 to 1
301,300,South Hackensack Memorial School,SOUTH HACKENSACK,A minus,"PK, K-8",273,12 to 1
302,301,Seaview Elementary School,Linwood City School District,A minus,"PK, K-4",438,12 to 1
303,302,Milford Brook School,Manalapan-Englishtown Regional School District,A minus,K-5,523,12 to 1
304,303,Brookside Elementary School,Monroe Township School District,A minus,5-Mar,417,12 to 1
305,304,Lincoln Elementary School,Bergenfield Borough School District,A minus,"PK, K-5",410,14 to 1
306,305,Crescent Elementary School,Waldwick School District,A minus,K-5,344,12 to 1
307,306,School One Elementary School,Scotch Plains-Fanwood School District,A minus,"PK, K-4",345,12 to 1
308,307,Mansfield Township Elementary School,Mansfield Township School District,A minus,6-Mar,315,11 to 1
309,308,John F. Kennedy Elementary School,South Plainfield School District,A minus,"PK, K-4",278,12 to 1
310,309,Riverton School,RIVERTON,A minus,"PK, K-8",290,10 to 1
311,310,Edgemont Montessori School,Montclair Public Schools,A minus,K-5,237,10 to 1
312,311,Oak Tree Elementary School,Monroe Township School District,A minus,"PK, K-3",709,14 to 1
313,312,Sara M. Gilmore Academy,Union City School District,A minus,8-Jan,383,16 to 1
314,313,Washington School,Nutley Public School District,A minus,K-6,523,13 to 1
315,314,Sandshore School,Mount Olive Township School District,A minus,K-5,456,12 to 1
316,315,Hillview Elementary School,Pequannock Township School District,A minus,K-5,306,13 to 1
317,316,Ocean City Primary School,Ocean City School District,A minus,"PK, K-3",343,9 to 1
318,317,Julia A. Traphagen School,Waldwick School District,A minus,"PK, K-5",424,12 to 1
319,318,Kings Road School,Madison Public School District,A minus,K-5,306,12 to 1
320,319,Sewell School,Mantua Township School District,A minus,"PK, K",296,12 to 1
321,320,M. Scott Carpenter Elementary School,Old Bridge Township School District,A minus,K-5,260,14 to 1
322,321,Lincoln School,Dumont Public School District,A minus,K-5,156,9 to 1
323,322,Washington Elementary School,Edison Township School District,A minus,K-5,604,13 to 1
324,323,Selzer School,Dumont Public School District,A minus,"PK, K-8",533,12 to 1
325,324,Cranberry Pines School,Medford Township School District,A minus,K-5,395,12 to 1
326,325,Old Mill Elementary School,Wall Township Public School District,A minus,K-5,381,9 to 1
327,326,Yantacaw School,Nutley Public School District,A minus,K-6,477,13 to 1
328,327,Allenwood Elementary School,Wall Township Public School District,A minus,K-5,406,10 to 1
329,328,Lake Parsippany School,Parsippany-Troy Hills Township School District,A minus,K-5,260,11 to 1
330,330,Intervale Elementary School,Parsippany-Troy Hills Township School District,A minus,K-5,280,12 to 1
